Potentilla_anglica	drPotAngl1	659406483
Potentilla_anserina	drPotAnse1	429569345
Potentilla_crantzii	drPotCran1	275739956
Potentilla_erecta	drPotErec1	644909084
Potentilla_indica	drPotIndi1	763620856
Potentilla_reptans	drPotRept1	574568248
Potentilla_sterilis	drPotSter1	377665948
Potentilla_verna	drPotVern1	318721418
Poterium_sanguisorba	ddPriFari1	1381284865
Primula_farinosa	ddPriFari1	1381284865
Primula_scotica	ddPriScot1	1065959847
Primula_veris	ddPriVeri1	511064168
Primula_vulgaris	ddPriVulg1	466644079
Prunella_vulgaris	daPruVulg3	623296075
Prunus_avium	drPruAviu1	371976388
Prunus_domestica	drPruDome1	250921033
Prunus_laurocerasus	drPruLaur1	219985404
Prunus_lusitanica	drPruLusi1	401603566
Prunus_padus	drPruPadu1	514885490
Prunus_spinosa	drPruSpin1	248549956
Pseudofumaria_lutea	dmPseLute1	298789686
Pseudognaphalium_luteoalbum	daPseLute1	928210612
Pulicaria_dysenterica	daPulDyse1	957753241
Pulicaria_vulgaris	daPulVulg1	1218168257
Pyrola_rotundifolia	ddPyrRotu1	3163845045
Pyrus_communis	drPyrComm1	519681602
Quercus_cerris	dhQueCerr2	1619301177
Quercus_ilex	dhQueIlex1	863459818
Quercus_petraea	dhQuePetr1	854073691
Quercus_robur	dhQueRobu3	15519206100
Quercus_robur	dhQueRobu92	846417564
Ranunculus_acris	dmRanAcri1	4626335109
Ranunculus_auricomus	dmRanAuri1	2864664240
Ranunculus_bulbosus	dmRanBulb1	5145798295
Ranunculus_flammula	dmRanFlam1	1988842209
Ranunculus_lingua	dmRanLing1	6370266979
Ranunculus_omiophyllus	dmRanOmio1	1560095565
Ranunculus_repens	dmRanRepe1	1775154475
Ranunculus_sardous	dmRanSard1	2945729243
Ranunculus_sceleratus	dmRanScel1	773668620
Raphanus_raphanistrum	ddRapRaph1	525385570
Reseda_lutea	ddResLute1	452349795
Reseda_luteola	ddResLuto1	524659600
Reynoutria_japonica	dcReyJapo1	2113094158
Rhamnus_cathartica	drRhaCath1	512611625
Rhinanthus_minor	daRhiMino1	1231024739
Rhodiola_rosea	drRhoRose1	614430480
Rhododendron_ponticum	ddRhoPont1	685440469
Ribes_nigrum	drRibNigr1	902540692
Ribes_rubrum	drRibRubr1	945655256
Ribes_uva_crispa	drRibUvac1	804479080
Robinia_pseudoacacia	drRobPseu1	1247368679
Rorippa_islandica	ddRorIsla1	235770241
